WellID,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Completion.Month,Number,Depth.Top,Depth.Base,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Date,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Top_Zone,Deepest_Zone2,Completion.Season,Type,Fluid.Units,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type
653,2004,31.85985,-101.420765,11750,1,1,305340,0,0,0,434510,305340,67.268,7,1,8048,9839,305340,434510,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-07-01,40,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
655,2004,31.693,-101.420765,10515,4,8,0,10000,285605,0,170320,295605,43.268,1,8,10182,10326,67712,17600,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-01-25,160,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,GEL,LB,SAND
656,2004,31.7036,-101.420765,12510,4,8,0,10000,287570,0,184096,297570,31.92805746,2,8,10176,10360,80066,30500,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-02-23,40,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,GEL,LB,SAND
657,2004,31.76988,-101.420765,9095,3,6,0,5000,198190,0,471380,203190,52.85194007,3,6,7249,7441,55930,134453,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-03-24,160,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
658,2004,31.77164,-101.420765,9060,3,6,0,5000,200238,0,475120,205238,46.312,3,6,7216,7418,56742,135510,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-03-28,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
659,2004,31.77514,-101.420765,9050,3,6,0,5000,200303,0,471910,205303,80.32913438,3,6,7221,7421,56519,135222,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-03-28,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
661,2005,31.8199,-101.420765,10905,1,1,407064,0,0,0,351360,407064,61.45273928,1,1,8353,10004,407064,351360,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-01-06,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,FLUD,LB,SAND
663,2004,31.80361,-101.420765,10100,1,1,366408,0,0,0,452250,366408,31.45750307,8,1,8321,9993,366408,452250,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-08-01,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
664,2004,31.6859,-101.420765,10528,4,8,0,10000,287292,0,191000,297292,24.8743132,3,8,10123,10331,89020,39000,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-03-12,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
665,2004,31.6916,-101.420765,10515,4,8,0,10000,258005,0,163000,268005,158.02,3,8,10155,10245,67655,18000,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-03-26,160,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
666,2004,31.7482,-101.420765,10520,4,8,0,10000,270240,0,173500,280240,56.79350791,4,8,10122,10271,75408,25500,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-21,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
667,2004,31.7256,-101.420765,10530,4,7,3000,6000,296337,0,182494,305337,57.53896741,4,11,8318,8760,24700,68628,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-09,80,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
668,2004,31.73777,-101.420765,11000,1,1,345030,0,0,0,333410,345030,33.54,5,1,8266,10090,345030,333410,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-05-08,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,FLUD,LB,SAND
669,2004,31.7991,-101.420765,8950,3,6,0,5000,198618,0,475880,203618,49.26,7,6,7123,7307,54810,135487,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-07-20,NA,NA,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
670,2004,31.84944,-101.420765,10750,1,1,342300,0,0,0,291940,342300,43.884,9,1,8087,9911,342300,291940,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-09-01,80,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
672,2004,31.6979,-101.420765,10500,4,7,0,9000,280737,0,181220,289737,60.116,4,7,10167,10326,66613,25114,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-11,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
673,2004,31.6878,-101.420765,10497,4,8,0,10000,280146,0,149500,290146,28.392,2,8,10089,10210,75408,20500,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-02-27,80,Sub 20,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,GEL,LB,SAND
674,2004,31.7155,-101.420765,10510,4,8,0,10000,284650,0,172000,294650,47.89992016,4,8,10139,10376,68084,18000,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-08,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
675,2004,31.7145,-101.420765,10535,4,8,0,10000,266796,0,168500,276796,14.85059152,4,8,10121,10241,67623,17500,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-12,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
678,2004,31.8175,-101.420765,10529,4,8,0,10000,278534,0,175000,288534,23.763,3,8,10067,10101,69172,19500,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-03-28,80,20,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
680,2004,31.6877,-101.420765,10520,4,8,0,10000,272080,0,174296,282080,43.176,7,8,10133,10317,66935,17283,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-07-30,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
684,2004,31.77534,-101.420765,11000,1,1,326352,0,0,0,352040,326352,31.02059944,6,1,7955,10581,326352,352040,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-06-13,40,40,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
685,2004,31.93425,-101.420765,9397,3,6,0,7500,297423,0,388238,304923,46.456,9,6,7104,7288,58653,135450,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-09-04,80,20,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
686,2004,31.93173,-101.420765,9365,4,7,0,4000,337722,0,437481,341722,60.648,9,7,7063,7257,56616,135840,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-09-23,80,20,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
687,2004,31.793,-101.420765,8955,3,6,0,5000,205968,0,472910,210968,31.516,6,6,7135,7335,59094,137713,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-06-11,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
693,2004,31.79926,-101.420765,8955,3,6,0,5000,195972,0,473760,200972,30.336,7,6,7131,7318,54726,138109,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-07-13,NA,NA,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
694,2004,31.7071,-101.420765,10515,4,8,0,10000,288374,0,155640,298374,32.084,7,8,10170,10382,81139,30366,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-07-27,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
696,2004,31.77212,-101.420765,11000,1,2,361000,15000,0,0,317000,376000,62.23906507,6,2,8139,10145,361000,317000,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-06-01,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,W,LB,SAND
698,2004,31.713,-101.420765,10507,4,8,0,10000,275217,0,190000,285217,36.10162939,7,8,10108,10407,78786,28000,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-07-02,40,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
699,2004,31.6658,-101.420765,10501,4,8,0,10000,273023,0,174500,283023,39.632,4,8,8223,8404,22976,74000,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-26,40,20,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
701,2004,31.82285,-101.420765,11000,1,1,428064,0,0,0,346550,428064,45.37418401,6,1,8320,10300,428064,346550,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-06-09,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
704,2004,31.7225,-101.420765,10510,3,6,0,7512,215473,0,175460,222985,17.58,12,6,9646,9979,95036,46022,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-12-09,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,GEL,LB,SAND
708,2004,31.7204,-101.420765,10500,4,8,0,10000,279110,0,186700,289110,23.75980535,9,8,10133,10266,72835,31000,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-09-20,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
709,2004,31.7326,-101.420765,10492,4,8,0,10000,273100,0,181500,283100,46.61631594,6,8,10121,10331,77558,29000,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-06-27,80,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
710,2004,31.7214,-101.420765,10530,4,8,0,10000,265369,0,187800,275369,20.608,7,8,10132,10258,77504,31000,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-07-27,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
711,2004,31.89854,-101.420765,8962,3,3,220000,0,0,0,575000,220000,28.016,4,3,8674,8928,80000,216000,C,JM COX RESOURCES LIMITED PARTNERSHIP,MIDLAND,2004-04-29,80,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,W,LB,SAND
712,2004,31.68548,-101.420765,11250,1,1,394800,0,0,0,350290,394800,97.884,7,1,8280,10683,394800,350290,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-07-31,80,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
713,2004,31.76622,-101.420765,11000,1,2,0,9000,85900,0,329600,94900,36.16,9,2,8186,10459,85900,329600,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-09-22,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
714,2004,31.74256,-101.420765,11077,1,1,410088,0,0,0,350780,410088,54.928,7,1,8129,10583,410088,350780,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-07-24,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
715,2004,31.8105,-101.420765,10099,3,7,0,5500,156000,250,223000,161750,36.412,6,7,8550,8745,40000,1e+05,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-06-27,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
718,2004,31.74442,-101.420765,10514,3,4,0,1000,221525,0,149346,222525,33.376,7,4,9805,10340,110440,38637,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-07-07,80,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
720,2004,31.75465,-101.420765,11100,1,1,461832,0,0,0,370580,461832,27.19189199,10,1,8280,10607,461832,370580,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-10-31,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,W,LB,SAND
721,2004,31.7076,-101.420765,10520,4,8,0,10000,288979,0,188306,298979,62.57131418,8,8,10148,10272,81571,30606,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-08-06,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
725,2004,31.79571,-101.420765,11000,1,2,271800,24000,0,0,300900,295800,58.17200944,10,2,8279,10434,271800,300900,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-10-18,40,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,W,LB,SAND
726,2004,31.78397,-101.420765,11000,1,1,457338,0,0,0,357950,457338,33.5191448,10,1,8648,10563,457338,357950,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-10-26,160,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
729,2005,31.7375,-101.420765,10510,3,6,0,7000,205335,0,161200,212335,35.008,1,6,9677,9966,93311,45128,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-01-21,40,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,GEL,LB,SAND
731,2004,31.66337,-101.420765,8780,3,6,0,5000,198282,0,473110,203282,40.98067921,11,6,6960,7138,58590,137282,E,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-11-05,Over 160,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
732,2004,31.7083,-101.420765,10515,4,8,0,10000,279226,0,180607,289226,57.7418352,8,8,10106,10168,68876,17249,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-08-11,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
738,2005,31.7093,-101.420765,10520,4,8,0,10000,294159,0,190780,304159,27.688,2,8,10143,10263,80707,30524,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-02-09,40,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,GEL,LB,SAND
739,2005,31.8204,-101.420765,10900,1,1,433650,0,0,0,331320,433650,45.952,1,1,8297,10359,433650,331320,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-01-21,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,FLUD,LB,SAND
740,2005,31.7095,-101.420765,10515,4,8,0,10000,279120,0,189380,289120,38.44772302,7,8,10175,10182,81530,30526,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-07-25,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
743,2005,31.6979,-101.420765,10510,3,6,0,7000,191460,0,145509,198460,48.332,3,6,9592,10079,88215,45121,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-03-21,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
744,2004,31.73909,-101.420765,11100,1,1,426888,0,0,0,349710,426888,39.38,12,1,8147,10603,426888,349710,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-12-12,40,Sub 20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,W,LB,SAND
745,2005,31.74086,-101.420765,11000,1,1,448770,0,0,0,34300,448770,58.85414189,1,1,8269,10231,448770,34300,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-01-13,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,FLUD,LB,SAND
747,2005,31.86321,-101.420765,11700,1,1,354312,0,0,0,435660,354312,65.47404336,9,1,8051,10325,354312,435660,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-09-18,40,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,W,LB,SAND
750,2004,31.6988,-101.420765,10505,4,8,0,10000,288644,0,191199,298644,38.192,11,8,10114,10386,81536,29558,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-11-04,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
752,2005,31.7157,-101.420765,10530,4,8,0,10000,284428,0,170481,294428,46.052,3,8,10148,10190,81411,30837,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-03-30,80,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
753,2005,31.7139,-101.420765,10505,4,8,0,10000,290937,0,190497,300937,26.3487155,2,8,10170,10376,80152,30323,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-02-07,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,GEL,LB,SAND
756,2005,31.728,-101.420765,10525,4,8,0,10000,310632,0,183675,320632,49.84822773,8,8,10162,10394,102725,28392,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-08-24,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
757,2005,31.7096,-101.420765,10525,4,8,0,10000,290025,0,194860,300025,41.716,2,8,10139,10181,79913,30226,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-02-24,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,GEL,LB,SAND
758,2005,31.7168,-101.420765,10530,4,8,0,10000,280780,0,190200,290780,28.53084338,7,8,8400,8534,23932,70351,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-07-15,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
759,2005,31.7223,-101.420765,10513,3,6,0,7000,208341,0,169384,215341,17.388,5,6,9678,10138,95114,45931,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-05-12,40,Sub 20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,GEL,LB,SAND
760,2005,31.7297,-101.420765,10510,4,8,0,10000,288510,0,193420,298510,65.73508381,5,8,10120,10177,79913,30226,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-05-02,80,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
761,2005,31.737,-101.420765,10520,4,8,0,10000,287175,0,181757,297175,11.199,7,8,10265,10305,81172,30640,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-07-29,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
763,2004,31.78249,-101.420765,11005,1,1,407484,0,0,0,349430,407484,27.99322887,12,1,8741,10542,407484,349430,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-12-28,40,Over 160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,FLUD,LB,SAND
764,2004,31.7314,-101.420765,10510,4,8,0,10008,267522,0,190900,277530,46.11910418,12,8,10112,10117,56939,16120,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-12-09,40,160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,GEL,LB,SAND
765,2005,31.6603,-101.420765,10510,4,8,0,10000,275566,0,191540,285566,42.732,7,8,8475,8655,24352,72750,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-07-05,160,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
766,2005,31.6579,-101.420765,10500,4,8,0,10000,291913,0,188640,301913,46.864,7,8,8426,8649,24369,72199,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-07-15,160,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
767,2005,31.85368,-101.420765,11478,1,2,152000,2000,0,0,175000,154000,74.9528507,5,2,7938,8665,152000,175000,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2005-05-15,80,Sub 20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,W,LB,SAND
770,2005,31.68745,-101.420765,11250,1,1,0,0,453978,0,350670,453978,91.768,8,1,8290,10734,453978,350670,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-08-24,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
771,2005,31.69,-101.420765,11265,1,1,0,0,502194,0,500460,502194,68.128,8,1,8225,10876,502194,500460,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-08-23,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,GEL,LB,SAND
772,2005,31.81789,-101.420765,10937,1,1,430542,0,0,0,350840,430542,48.18907111,4,1,8390,10533,430542,350840,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-04-25,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,FLUD,LB,SAND
776,2005,31.77459,-101.420765,10125,2,4,0,8000,522000,0,334000,530000,49.55407614,1,4,9388,10007,367000,149000,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2005-01-18,80,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
778,2005,31.81568,-101.420765,10980,1,1,0,0,579516,0,401720,579516,77.38134441,10,1,8296,10611,579516,401720,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-10-04,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,GEL,LB,SAND
779,2006,31.81528,-101.420765,10897,1,1,513870,0,0,0,498480,513870,59.04,10,1,8328,10494,513870,498480,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2006-10-12,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
780,2005,31.70681,-101.420765,10515,4,8,0,10000,285717,0,188421,295717,29.68,1,8,10115,10174,79913,29909,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-01-27,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,GEL,LB,SAND
781,2005,31.78416,-101.420765,8985,2,4,0,3500,138030,0,337440,141530,25.23054799,8,4,7915,8144,71868,181700,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2005-08-03,20,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
782,2006,31.73401,-101.420765,10592,1,1,602154,0,0,0,648106,602154,48.27209734,9,1,8341,10511,602154,648106,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2006-09-08,40,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,W,LB,SAND
787,2005,31.6835,-101.420765,10515,4,8,0,10000,287630,0,190640,297630,48.6,6,8,10165,10314,80935,31379,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-06-10,20,Over 160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,GEL,LB,SAND
788,2005,31.74965,-101.420765,11102,1,1,447678,0,0,0,397760,447678,52.128,8,1,8160,10743,447678,397760,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-08-17,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,W,LB,SAND
790,2005,31.78865,-101.420765,8850,2,4,0,3500,150962,0,370720,154462,31.136,7,4,7836,8018,73935,178500,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2005-07-17,80,20,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
796,2005,31.81198,-101.420765,8814,2,4,0,3500,134241,0,336760,137741,33.076,9,4,7803,7957,69658,183962,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2005-09-22,Over 160,20,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
797,2006,31.6788,-101.420765,10600,1,1,494718,0,0,0,572780,494718,75.82,1,1,8232,10433,494718,572780,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2006-01-09,40,Over 160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,winter,FRAC,GAL,W,LB,SAND
803,2005,31.6865,-101.420765,10520,4,8,0,10000,287063,0,181077,297063,43.884,5,8,10135,10362,80552,30304,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2005-05-06,40,40,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,spring,FRAC,GAL,GEL,LB,SAND
