Subarea,Operator,County,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
2,27,4,2010,31.60639,-102.02649,10892,5,3,7,1,9,18,1012580,1022406,48.844
2,2,4,2009,31.54112,-102.01369,10300,4,2,7,3,3,3,452615,454000,76.856
2,27,4,2010,31.60272,-101.99334,10910,5,4,7,3,9,18,959540,1041600,75.43824424
2,2,4,2011,31.55056,-102.02138,10872,4,2,7,3,4,4,678625,716000,85.712
2,27,4,2010,31.61251,-102.01877,10904,4,4,7,2,8,16,819760,1014258,60.556
2,27,4,2010,31.60954,-102.01304,10880,4,4,7,3,9,18,879800,937656,56.568
2,27,4,2010,31.50972,-102.03472,10735,4,2,7,2,9,18,976122,1198084,97.788
2,2,4,2009,31.54706,-102.02025,10324,4,2,7,1,3,3,449300,581600,68.756
2,2,4,2010,31.53395,-102.0114,10325,4,5,7,3,3,3,547300,634000,71.092
2,2,4,2010,31.50843,-102.03808,10345,4,2,7,1,3,3,459125,554400,64.33160572
2,2,4,2010,31.533,-102.01528,10790,4,5,1,3,3,3,643865,436500,53.86
2,2,4,2010,31.55987,-102.01531,10800,4,4,7,3,3,3,NA,NA,66.76
2,2,4,2010,31.54812,-102.01593,10839,4,2,6,3,3,3,646397,675500,90.412
2,13,4,2010,31.50607,-102.10293,12700,4,6,4,5,1,2,572500,987462,21.748
2,10,4,2010,31.51108,-102.10522,10790,5,6,7,3,1,2,657000,14490,51.888
2,27,4,2010,31.50123,-102.04515,10745,4,2,7,3,10,20,2331540,1290688,94.936
2,2,4,2010,31.52231,-102.02967,10898,5,4,1,1,5,5,1306003,770500,56.358
2,2,4,2011,31.52391,-102.02159,10905,5,5,7,1,8,8,774138,838500,56.68
2,2,4,2012,31.51677,-102.01928,10845,5,5,1,1,8,8,794375,887500,49.844
2,2,4,2011,31.52599,-102.04404,10931,4,4,6,1,8,8,1609663,754313,76.244
2,2,4,2011,31.52597,-102.06218,10907,5,4,6,3,9,9,884126,959500,31.468
2,2,4,2010,31.58313,-101.89823,10837,2,5,6,3,3,3,469180,476000,57.16
2,10,4,2010,31.52919,-102.12475,10563,4,6,7,3,1,2,673200,14500,71.148
2,10,4,2010,31.52416,-102.11392,10550,4,6,7,3,1,1,393500,937190,71.56
2,27,4,2010,31.50444,-102.00778,10772,4,5,1,3,7,14,877586,1018920,17.686
2,27,4,2010,31.51292,-102.02124,10801,4,2,6,3,10,20,1070158,1649274,64.64
2,10,4,2010,31.51672,-102.12895,10508,4,6,7,3,1,2,NA,1039126.184,62.008
2,10,4,2010,31.50249,-102.0936,10630,4,6,7,3,1,2,684500,22214,34.192
2,10,4,2010,31.50444,-102.08558,10618,4,6,7,3,1,2,653500,14500,33.11298991
2,3,4,2010,31.64466,-102.05608,10140,4,4,7,3,6,12,730000,686950,35.896
2,10,4,2010,31.5176,-102.09393,10600,5,2,7,3,1,2,732500,16500,96.684
2,27,4,2011,31.50216,-102.04134,10725,3,2,7,3,4,8,1492176,1593347,53.336
2,27,4,2011,31.5155,-102.00966,10859,5,5,1,3,3,6,1416195,1302962.367,45.976
2,27,4,2010,31.64515,-102.03843,10921,4,5,6,3,11,22,1281980,1336650,60.408
2,27,4,2010,31.63554,-102.03083,10919,5,4,7,3,9,18,1079302,1125438,56.768
2,27,4,2010,31.63806,-102.03608,10950,4,5,6,1,5,5,1560743,1900062,96.344
2,10,4,2011,31.498,-102.09653,10610,4,6,7,3,1,1,743500,1087044,43.176
2,2,4,2010,31.55594,-101.91607,10786,5,4,6,3,3,3,619627,732000,22.884
2,2,4,2012,31.52371,-102.00887,10902,5,4,1,3,8,8,794350,762500,32.904
2,10,4,2010,31.63036,-102.1578,10745,2,4,1,5,1,2,470600,12012,39.636
2,10,4,2010,31.51153,-102.0879,10595,4,6,7,3,1,1,644037,1067052,46.432
2,16,4,2010,31.54647,-102.11626,10575,4,2,7,3,1,1,886503,1354080,58.968
2,16,4,2010,31.53888,-102.11375,10565,4,2,7,3,1,1,1216320,1365462,50.188
2,10,4,2010,31.51556,-102.10229,10590,5,6,7,1,1,2,892500,18000,93.748
2,10,4,2011,31.5247,-102.09625,10715,4,2,7,1,1,1,813500,1219722,70.732
2,10,4,2011,31.53107,-102.13475,10500,4,2,7,3,1,1,631100,974891,100.196
2,10,4,2010,31.49102,-102.09423,11540,4,2,1,3,1,2,1167040,22500,106.66
2,10,4,2011,31.49245,-102.05501,10665,5,4,7,3,1,1,732500,1139905.184,128.1435505
2,10,4,2011,31.53418,-102.12263,11304,4,6,1,3,1,1,998750,1658769,86.264
2,10,4,2011,31.52614,-102.10577,11334,4,6,1,3,1,1,829171,1223460,98.63218937
2,10,4,2011,31.53152,-102.11636,10584,4,6,7,3,1,1,735000,1092651,60.584
2,27,4,2011,31.52682,-101.96216,10865,4,5,1,3,3,6,1235186,1266740.367,83.4068458
2,27,4,2011,31.50956,-101.9858,10892,4,2,1,3,3,6,1452371,2213261.734,90.052
2,13,4,2011,31.50716,-102.10833,12684,5,6,4,5,1,2,800620,1188264,53.87031232
2,27,4,2010,31.52225,-101.9687,10872,3,5,1,3,4,8,1223170,1253850,89.88
2,25,4,2010,31.63887,-101.92025,11015,5,4,1,5,1,1,602440,725466,44.95842123
2,25,4,2011,31.63168,-101.91794,11225,4,3,1,2,1,1,1496543.945,953694,57.864
2,25,4,2012,31.63613,-101.91497,11606,5,4,1,5,1,1,876280,989142,101.464
2,10,4,2011,31.52273,-102.10431,10605,4,6,7,3,1,1,733702,1177806,54.86
2,27,4,2011,31.51813,-101.97369,10864,4,5,1,3,4,8,1030901,1141818,77.416
2,27,4,2011,31.52141,-101.986,10884,4,5,1,3,3,6,1138269,3920893,60.44
2,27,4,2011,31.51797,-101.98443,10896,4,2,7,3,3,6,1375281,1423902.816,69.892
2,2,4,2010,31.57771,-101.90492,10829,4,4,6,1,4,4,725465,746800,13.406
2,2,4,2012,31.52155,-102.06,10884,4,4,6,3,9,9,922125,1020500,104.8542318
2,27,4,2011,31.63999,-102.0279,10933,5,4,7,3,3,6,1306043,1308966,59.936
2,2,4,2010,31.56503,-101.91028,10825,4,4,6,1,7,7,659375,763000,11.04
2,2,4,2011,31.53275,-102.03303,10835,5,4,6,3,7,7,604688,743500,75.196
2,27,4,2011,31.5069,-101.9956,10884,5,5,1,3,3,6,1187003,956326,65.652
2,27,4,2011,31.50106,-101.99378,10850,5,5,1,1,4,8,1208765,1158666,52.52
2,27,4,2011,31.50711,-102.02134,10778,4,2,1,3,3,6,1354816,1134300,55.86
2,27,4,2011,31.50995,-102.00983,10882,5,2,1,3,3,6,1080119,1009694,35.784
2,27,4,2011,31.51268,-101.99773,10900,4,2,1,3,2,4,1116006,870612,57.116
2,27,4,2011,31.51144,-102.02718,10935,4,2,1,3,3,6,1218727,948342,63.628
2,27,4,2011,31.51676,-102.00374,10890,4,5,1,3,3,6,1799100,1074630,54.856
2,27,4,2011,31.51414,-102.0153,10889,5,5,6,3,3,6,1133771,875218,55.292
2,27,4,2011,31.49217,-102.01876,10752,4,5,1,3,3,6,1239630,1081580,61.92
2,3,4,2011,31.6331,-102.05671,10439,2,4,7,3,7,7,1042520,1067892,54.916
2,10,4,2011,31.5183,-102.07674,10707,4,4,7,3,1,1,826398,1274658,62.112
2,10,4,2011,31.52235,-102.09044,10620,5,5,7,3,1,1,734050,1180342.816,59.18
2,17,4,2011,31.56052,-102.0767,10885,5,5,7,2,5,10,573320,557016,47.492
2,17,4,2011,31.54126,-102.07544,10763,4,5,7,3,8,16,728484,780844,40.5
2,27,4,2011,31.51661,-101.98006,10900,4,5,1,3,4,8,935460,876800,66.252
2,27,4,2011,31.50339,-101.95831,10779,4,3,1,3,7,14,4476940,1211111,52.436
2,10,4,2011,31.5814,-102.09789,11305,2,4,1,5,1,1,651821,1323798,77.244
2,27,4,2011,31.51934,-101.99197,10885,4,5,7,3,3,6,1310274,1126976,63.92773658
2,2,4,2010,31.53058,-102.01112,10830,4,4,1,3,4,4,706805,606000,58.5
2,10,4,2011,31.49749,-102.05204,10665,5,2,7,3,1,1,657000,925778,29.91337288
2,17,4,2011,31.56276,-102.04776,10960,2,4,7,3,8,16,639272,753032,51.00215902
2,34,4,2011,31.56355,-101.99914,11103,2,4,1,2,1,2,778674,831390,18.912
2,10,4,2011,31.57283,-102.08586,10728,5,4,7,3,1,1,747540,1087686.633,99.744
2,10,4,2011,31.50716,-102.1214,10492,4,6,7,3,1,1,508000,587906,28.628
2,34,4,2011,31.55359,-102.00891,10907,4,4,1,5,1,2,840066,862680,68.208
2,10,4,2011,31.53826,-102.10538,11244,4,2,1,3,1,1,923839,1548531.633,131.4437137
2,10,4,2011,31.53547,-102.10022,11394,4,5,1,3,1,1,967500,1560426,48.74
2,10,4,2011,31.52658,-102.11949,11159,4,6,1,3,1,1,927500,1509127.266,25.588
2,10,4,2011,31.50704,-102.05935,11487,4,5,NA,NA,1,1,996212,1563240,41.064
2,10,4,2011,31.52864,-102.111,11293,5,6,1,3,1,1,822000,1275166.184,58.696
2,17,4,2011,31.54673,-102.11313,10896,4,5,7,3,8,16,778358,563586,63.59055022
2,10,4,2011,31.57593,-102.07363,10685,2,5,7,3,1,1,708500,1101114,80.024
2,10,4,2011,31.51306,-102.09707,11389,4,6,1,3,1,1,870000,1361934,140.7955167
2,10,4,2011,31.64743,-102.15038,10750,6,7,1,5,1,1,349500,763518,26.364
2,10,4,2011,31.57578,-102.11831,11205,6,4,1,3,1,1,765300,1231188,56.956
2,17,4,2011,31.5541,-102.13359,10770,2,5,7,3,8,16,758258,550012,80.232
2,27,4,2011,31.523,-101.95416,10870,3,5,1,3,3,6,1209728,1013678,47.424
2,27,4,2011,31.52425,-101.9599,10900,4,4,1,3,3,6,1258004,941472,39.652
2,27,4,2011,31.50499,-101.98273,10830,4,5,1,3,3,6,1131351,1061158,60.272
2,27,4,2011,31.52087,-101.97454,10890,4,2,1,3,3,6,1082917,857126,61.344
2,27,4,2011,31.51022,-101.98036,10882,3,5,1,3,3,6,900116,769468,80.628
2,2,4,2012,31.56407,-101.91437,10899,4,5,6,3,9,9,922100,1017500,11.184
2,10,4,2011,31.61858,-102.11414,11033,6,7,1,5,1,1,497189,994938,52.316
2,10,4,2011,31.6318,-102.10916,11011,6,4,1,5,1,1,550000,1088488.816,63.756
2,10,4,2011,31.53259,-102.09487,11465,5,7,1,3,1,1,993500,1534806,164.402811
2,10,4,2011,31.64832,-102.13273,10850,2,7,1,5,1,1,501200,988410,39.584
2,16,4,2011,31.53937,-102.12832,10725,4,2,7,3,1,1,909874,1143828,113.072
2,16,4,2011,31.54724,-102.1308,10554,5,4,7,3,1,1,978413,1211154,106.628
2,10,4,2011,31.63012,-102.13071,10896,5,3,1,5,1,1,498353,944454,93.704
2,27,4,2011,31.50572,-102.0151,10779,5,5,1,3,2,4,1351741,1392694,54.936
2,10,4,2011,31.50942,-102.06507,11490,4,2,1,3,1,1,776000,1255367.367,115.2346599
2,10,4,2011,31.50493,-102.06801,10814,4,2,7,3,1,1,698500,1096074,47.26
2,16,4,2011,31.54288,-102.11507,10674,4,2,7,3,1,1,838380,1165080,97.424
2,10,4,2011,31.56336,-102.10938,10693,2,5,7,3,1,1,732500,1141690.184,59.452
2,10,4,2011,31.56236,-102.08232,10680,5,4,7,3,1,1,852500,1230700.816,91.812
2,10,4,2011,31.61938,-102.1409,11550,2,7,1,5,1,1,471000,951468,106.52
2,10,4,2011,31.59455,-102.14988,10915,5,7,1,5,1,1,6316127.891,1122534,81.392
2,25,4,2011,31.64124,-101.92573,11093,5,4,1,3,1,1,1515583.945,1074822,43.216
2,10,4,2011,31.5197,-102.11672,10610,4,6,7,3,1,1,699035,1075620,163.956
2,10,4,2012,31.51511,-102.08872,11517,4,6,1,3,1,1,699004,1181544,176.1857485
2,10,4,2012,31.50543,-102.0815,10945,4,6,7,3,1,1,792212,1205526,25.36517554
2,27,4,2012,31.51815,-101.98781,10890,4,2,1,3,2,4,1361638,1195850,55.148
2,27,4,2012,31.50111,-102.00708,10855,4,5,1,3,3,6,1344527,1268582,44.156
2,27,4,2012,31.51581,-101.99771,10905,3,5,1,3,3,6,1391776,1296000,52.592
2,27,4,2012,31.50978,-102.02101,10907,4,2,6,2,2,4,1113757,1244056,87.508
2,27,4,2011,31.5197305,-101.9528889,10854,4,4,1,3,3,6,1479543,1408510,65.012
2,27,4,2012,31.51971,-101.968,10885,3,5,1,3,3,6,1360760,1267438,66.07164649
2,27,4,2012,31.49566,-101.98907,10983,5,3,1,5,1,2,298750,373632,27.04989817
2,23,4,2012,31.492,-102.04581,10932,4,2,1,2,1,2,516900,395200,77.016
2,3,4,2011,31.64144,-102.07267,11584,5,4,1,5,1,1,150000,NA,6.809624121
2,10,4,2011,31.49499,-102.07788,11500,4,2,1,3,1,1,762000,1207164,13.405816
2,10,4,2012,31.53526,-102.1176,11410,4,6,1,2,1,1,837500,1442490,92.204
2,10,4,2012,31.51423,-102.12372,10655,1,1,7,3,1,1,694000,1090992,22.9
2,10,4,2012,31.53319,-102.12608,11463,3,6,7,3,1,1,708500,1128204,167.076
2,2,4,2012,31.55422,-102.02257,10887,4,2,7,3,9,9,858000,944000,68.532
2,2,4,2012,31.55878,-102.01936,10810,4,5,7,3,9,9,858000,942000,74.832
2,10,4,2012,31.5037,-102.12013,11462,4,6,1,3,1,1,836650,1330854,47.17776158
2,10,4,2012,31.49657,-102.11779,11495,4,6,1,3,1,1,871000,1384866,79.2680371
2,10,4,2012,31.53922,-102.10145,11373,4,2,1,3,1,1,910000,1398978,80.144
2,10,4,2012,31.52731,-102.13358,10681,4,2,7,3,1,1,723275,1136646,57.84
2,27,4,2012,31.51393,-101.97155,10888,4,4,1,3,2,4,1512590,1433526,68.30228208
2,2,4,2012,31.54364,-102.01882,10800,1,1,7,3,8,8,756750,876500,49.624
2,2,4,2012,31.53745,-102.01252,10820,1,1,7,3,8,8,785730,877500,90.088
2,2,4,2012,31.54912,-102.01186,10819,4,2,6,3,8,8,837125,940500,88.172
2,10,4,2012,31.50748,-102.07305,10700,4,2,7,3,1,1,638027,1029294,82.608
2,10,4,2012,31.51205,-102.07032,10950,5,4,7,3,1,1,702544,1101408,66.256
2,27,4,2012,31.49912,-102.03958,10844,4,2,7,1,3,6,1372691,1343454,126.008
2,27,4,2012,31.50212,-102.03923,10833,3,2,7,3,3,6,1533446,1396263,69.26
2,27,4,2012,31.50129,-101.97057,10921,4,5,1,3,3,6,1281451,1220062,44.348
2,27,4,2012,31.50846,-101.95869,10954,4,4,1,3,3,6,1422521,1401520,50.208
2,25,4,2012,31.648,-102.0078,12161,4,2,1,2,1,1,1417920,1803816,23.064
2,2,4,2012,31.5172,-102.03305,10878,4,4,6,1,6,6,719500,920354,128.3355706
2,27,4,2012,31.49269,-101.97111,10755,3,5,1,3,3,6,1400091,1276705,66.716
2,10,4,2012,31.53212,-102.13045,10635,4,6,7,3,1,1,618812,1029504,26.44
2,10,4,2012,31.51967,-102.13041,10725,4,6,7,3,1,1,772500,1170960,53.736
2,25,4,2012,31.63928,-102.00131,10472,5,6,7,2,1,1,1456000,1242612,113.412
2,10,4,2012,31.53714,-102.10992,11505,4,2,1,3,1,1,952500,1598436,53.004
2,25,4,2012,31.6008,-101.97147,12152,4,4,4,5,1,1,1263360,1272138,89.408
2,25,4,2012,31.59239,-101.95375,12014,4,3,4,5,1,1,586160,1092882,107.56
2,3,4,2012,31.62684,-102.07745,11400,5,4,1,3,1,2,126000,1511728,13.24119333
2,17,4,2012,31.54215,-102.10265,11364,4,5,1,3,13,15,1303430,1381180,41.028
2,10,4,2012,31.50764,-102.11716,11512,4,6,7,3,1,2,573050,14500,69.256
2,10,4,2012,31.51054,-102.06048,11506,4,4,1,3,1,1,973500,1532874,58.896
2,27,4,2012,31.50417,-102.02111,10928,4,2,1,3,3,6,1367375,1227082,39.86
2,17,4,2012,31.56123,-102.13598,11285,2,4,1,3,12,19,1110849,1173998,67.192
2,17,4,2012,31.55591,-102.12495,11318,2,5,1,2,11,22,1164992,835204,72.148
2,10,4,2012,31.51553,-102.11975,11460,4,6,1,3,1,1,879500,1429386,18.56
2,25,4,2012,31.63574,-101.99403,12200,5,4,1,2,1,1,1341760,1528506,125.684
2,25,4,2012,31.63226,-101.99906,12040,5,2,1,2,1,1,1288000,1691256,116.856
2,25,4,2012,31.64976,-101.99861,12200,5,2,1,2,1,1,1426880,1394904,89.228
2,2,4,2012,31.54227,-102.01671,10821,3,2,7,3,7,7,698625,766000,51.712
2,27,4,2012,31.50194,-102.02499,10870,4,5,1,1,3,6,1356070,1225744,46.096
2,10,4,2012,31.52309,-102.11833,11465,4,6,1,3,1,1,891950,1473948,137.532
2,21,4,2012,31.55543,-102.00094,11147,2,4,1,5,1,2,807151,762426,46.248
2,27,4,2012,31.51599,-101.96061,10953,5,4,1,3,3,6,1317273,1223301,34.92
2,2,4,2012,31.56951,-101.90725,10832,4,4,6,3,7,7,875000,790000,55.08842362
2,10,4,2012,31.59873,-102.15155,11125,5,4,1,5,1,2,465600,935529,64.4331449
