Subarea,Operator.Numeric,County.Numeric,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Depth.Total.Log,WB.Spacing.Proxy,SPBY.Spacing.Proxy,DeepestZoneNumeric,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Propant.Total.Log,Fluid...Total..lbs.,Fluid.Total.Log,EUR_o..Mstb.
A,13,2,2005,31.7375,-102.06435,10510,9.2600824639,40,160,7,3,6,161200,11.9904011091,212335,12.2659204951,35.008
C,27,2,2006,31.84853,-101.8936,10004,9.210740292,40,40,7,6,12,406160,12.9145024496,473472,13.0678480558,86.956
F,27,1,2005,31.67149,-101.5849,8240,9.0167556229,80,20,7,4,8,488570,13.099238036,280797,12.5453872673,28.60094527
F,18,3,2011,31.62717,-101.4412,8281,9.021719013,80,40,7,7,7,NA,NA,NA,NA,24.276
A,13,2,2006,31.74055,-102.0019,11111,9.3156908876,40,80,6,1,1,715960,13.4813795785,588168,13.2847679004,61.528
E,2,3,2003,31.4905,-101.66057,8252,9.0182108742,80,40,7,1,1,289760,12.5768082731,172536,12.0583611893,15.7871887
E,27,3,2006,31.5865,-101.63343,8260,9.0191798665,40,40,7,3,6,473540,13.0679916653,191211,12.1611328093,22.828
E,2,3,2008,31.47911,-101.66069,8220,9.0143254881,40,40,7,2,2,271750,12.512637805,208000,12.2452933587,25.54
F,18,3,2010,31.54139,-101.40017,8374,9.0328869466,40,40,7,8,8,NA,NA,NA,NA,44.404
A,9,2,2006,31.82392,-102.01581,10521,9.2611285388,80,80,7,3,5,349486,12.7642187826,344764,12.750615404,36.5817199
A,10,2,2011,31.79605,-102.11882,11140,9.3182975135,160,40,1,1,2,700740,13.4598921985,1028438,13.8435517043,60.616
B,2,4,2011,31.55056,-102.02138,10872,9.2939459558,40,160,7,4,4,678625,13.4278239712,716000,13.4814354459,85.712
D,26,1,2012,31.96911,-101.67954,10251,9.2351305408,40,Over 160,#VALUE!,1,2,2771860,14.835029133,656428,13.3945682942,30.164
E,2,3,2004,31.55144,-101.64,8336,9.028338764,40,40,7,2,2,362000,12.7993994908,367506,12.814494924,42.43844071
E,20,3,2007,31.48091,-101.71941,9300,9.1377696791,80,40,7,1,1,601000,13.3063502135,676032,13.4239956912,33.176
E,27,3,2003,31.56325,-101.65698,8355,9.030615441,80,40,7,3,6,470290,13.0611048047,191715,12.1637651732,24.1
E,2,3,2005,31.43174,-101.66913,8236,9.0162700681,40,40,7,2,2,100450,11.5174153702,383200,12.8563123251,21.596
F,18,3,2010,31.60762,-101.46296,8720,9.0733745169,80,40,7,8,8,NA,NA,NA,NA,23.924
D,11,1,2011,31.82485,-101.58966,10539,9.2628379409,40,Over 160,3,1,1,955869,13.7703761534,1028748,13.8438530869,124.084
B,3,4,2011,31.64144,-102.07267,11584,9.3573801146,80,40,1,1,1,150000,11.9183905731,NA,NA,6.809624121
F,18,3,2010,31.64136,-101.43021,8275,9.0209942002,40,160,7,7,7,NA,NA,NA,NA,137.964
B,16,4,2010,31.53888,-102.11375,10565,9.2653019301,40,160,7,1,1,1216320,14.0113404648,1365462,14.1270033909,50.188
B,10,4,2011,31.51306,-102.09707,11389,9.3404032563,40,Over 160,1,1,1,870000,13.6762484906,1361934,14.1244163064,140.7955167
F,18,3,2010,31.56774,-101.4763,8710,9.0722270698,160,20,7,8,8,NA,NA,NA,NA,46.31872541
E,27,3,2006,31.58488,-101.64377,8260,9.0191798665,80,20,5,3,4,470095,13.0606900809,193889,12.1750411093,37.32541472
D,2,1,2007,31.74408,-101.73978,9850,9.1952267342,160,40,7,6,12,535260,13.1905078891,400174,12.8996547315,20.67705873
D,5,1,2012,31.93254,-101.7128,11320,9.3343263518,40,80,8,10,20,991305,13.8067775359,949662,13.7638614108,43.46283285
A,12,2,2006,31.761,-102.04465,10061,9.2164218423,40,80,7,1,2,105000,11.5617156291,360500,12.7952472357,16.55643722
E,2,3,2008,31.50484,-101.68249,8355,9.030615441,40,40,7,2,2,293100,12.5882691267,242240,12.3976842492,30.556
D,2,1,2008,31.7278,-101.72911,9878,9.1980653411,40,40,7,6,12,638440,13.3667829798,466207,13.0523850205,11.934
C,27,2,2010,31.84879,-101.94282,10596,9.2682318504,40,80,7,6,12,775966,13.5618639838,777462,13.5637900472,46.992
F,2,1,2007,31.66779,-101.55234,8181,9.0095696715,160,80,7,2,2,123000,11.7199396344,366450,12.8116173654,15.424
B,10,4,2006,31.49847,-102.07903,10662,9.2744412974,40,Over 160,7,1,2,788000,13.5772533688,967900,13.7828840551,99.872
B,13,2,2003,31.6806,-102.0678,10525,9.2615086586,80,40,7,4,8,174500,12.0696800206,284749,12.5593633695,34.74
D,25,1,2011,31.77637,-101.5826,11328,9.3350328159,80,160,4,1,1,1207360,14.0039467158,915348,13.7270595998,43.24659366
C,27,2,2012,31.84216,-101.90455,10637,9.2720937683,40,20,1,4,8,1395880,14.1490355987,1420266,14.166354736,89.4
E,2,3,2006,31.52284,-101.64225,8295,9.0234082026,20,20,7,2,2,100450,11.5174153702,383200,12.8563123251,27.228
C,13,2,2009,31.87247,-101.96851,10990,9.3047410474,40,Sub 20,1,1,3,761600,13.5431767625,605094,13.3131390968,76.10923649
C,27,2,2005,31.78416,-101.86358,8985,9.1033117992,20,40,7,2,4,337440,12.7291429957,141530,11.8602669877,25.23054799
C,25,2,2012,31.90127,-101.91037,11600,9.3587603771,80,40,4,1,1,1135680,13.9427421484,1675674,14.3317260304,63.7
D,11,1,2011,31.81348,-101.57206,10505,9.2596066133,80,Over 160,3,1,1,884922,13.6932547845,1013334,13.8287564426,95.452
B,10,4,2011,31.49245,-102.05501,10665,9.2747226309,80,40,7,1,1,732500,13.5042186199,1139905.184,13.946455645,128.1435505
A,13,2,2003,31.8181,-101.9911,10515,9.2605580881,80,80,7,4,8,171000,12.0494188355,294361,12.5925621842,38.64026668
F,14,1,2011,31.72083,-101.49947,10057,9.2160241884,80,Over 160,7,7,14,839500,13.6405617555,537000,13.1937533735,6.988
E,27,3,2004,31.5407,-101.62262,8270,9.020389788,80,40,5,3,6,471420,13.0635046954,194756,12.179502772,38.304
E,2,3,2007,31.47216,-101.70784,8476,9.0449939194,80,20,7,2,2,325300,12.6925031125,269073,12.5027379972,26.652
C,2,2,2006,31.77573,-101.78187,9900,9.2002900361,80,40,7,6,12,521720,13.1648863245,431475,12.9749648504,30.31831686
C,27,2,2003,31.71408,-101.80575,8840,9.0870421556,160,40,7,3,8,471920,13.0645647587,215336,12.2799548779,44.628
B,27,4,2008,31.5183,-101.91536,8468,9.0440496323,40,40,5,3,6,479800,13.0811246294,164013,12.007700972,32.132
F,13,3,2010,31.57999,-101.52292,9710,9.1809115613,160,80,7,1,2,847480,13.6500225191,769902,13.554018513,46.94832687
E,27,3,2008,31.57525,-101.71147,8595,9.0589359178,20,20,7,3,6,469960,13.0604028637,196371,12.1877610062,5.784
B,13,2,2007,31.70771,-101.99648,10871,9.2938539722,80,80,7,1,1,651880,13.3876157749,528276,13.1773741534,50.2
C,27,2,2012,31.85604,-101.90967,10664,9.2746288619,160,40,6,4,8,1320008,14.0931483552,1221621,14.0156892233,55.836
B,3,4,2010,31.64466,-102.05608,10140,9.2242432771,40,40,7,6,12,730000,13.5007998131,686950,13.4400167884,35.896
D,5,1,2009,31.95289,-101.72332,10262,9.2362030315,160,Over 160,1,1,2,314800,12.6596927955,735054,13.5076992449,26.556
A,13,2,2004,31.74256,-101.97648,11077,9.3126261655,40,40,7,1,1,350780,12.7679145253,410088,12.9241270498,54.928
F,18,3,2010,31.56021,-101.45084,8612,9.0609118585,80,20,7,8,8,NA,NA,NA,NA,13.324
F,13,1,2011,31.67115,-101.52251,10680,9.2761281125,80,80,4,1,2,905898,13.7166819959,1105860,13.9161338708,10.636
A,2,2,2008,31.73671,-102.19262,10205,9.2306330752,40,40,7,7,14,508180,13.1385909945,648880,13.3830030787,47.458
B,13,4,2006,31.6206,-102.0615,10410,9.2505221616,80,80,7,1,1,947126,13.7611874151,1318170,14.091754969,200.612
E,2,3,2003,31.48383,-101.62316,8270,9.020389788,40,40,7,1,1,284000,12.5567295171,113000,11.6351430977,41.02
B,27,4,2008,31.49853,-101.97049,10658,9.2740660629,40,80,7,8,16,883105,13.6911993853,817606,13.614135837,34.36550187
C,27,2,2012,31.82346,-101.96595,11135,9.3178485797,40,160,1,5,10,1347850,14.1140212883,1499424,14.2205915923,90.432
F,4,1,2012,31.67782,-101.50887,10240,9.2340568986,,,#VALUE!,1,2,112000,11.6262541503,1645170,14.3133542803,44.73512294
B,27,2,2010,31.72936,-101.93595,10895,9.2960592474,40,40,7,9,18,897850,13.7077582955,872874,13.6795464945,39.588
A,13,2,2003,31.7568,-102.1723,10900,9.2965180682,160,80,6,1,1,3112480,14.950930394,313992,12.6571227869,32.696
E,27,3,2006,31.55974,-101.72159,8517,9.0498194451,160,40,5,4,8,607000,13.31628407,253094,12.4415162402,56.76203076
C,27,2,2011,31.84301,-101.93189,10740,9.2817303681,40,40,6,4,7,1251542,14.039886949,1166157,13.9692242852,44.324
A,13,2,2004,31.8105,-102.10881,10099,9.220191688,40,40,7,3,7,223000,12.3149270504,161750,11.9938072124,36.412
E,2,3,2005,31.52156,-101.63945,8303,9.0243721743,40,40,7,2,2,100450,11.5174153702,383200,12.8563123251,33.272
B,10,4,2009,31.51367,-102.10995,10410,9.2505221616,40,Over 160,7,1,2,675000,13.4224679699,827835,13.6265691381,53.768
F,2,3,2007,31.64513,-101.56794,8122,9.0023317082,80,40,7,2,2,397500,12.8929502131,147484,11.9014749743,27.024
C,27,2,2011,31.83978,-101.97666,10875,9.294221856,,,6,3,6,942201,13.7559739066,912874,13.7243531435,94.484
E,2,3,2006,31.52635,-101.65416,8345,9.0294178361,40,20,7,2,2,123000,11.7199396344,365750,12.8097053189,28.096
A,10,2,2012,31.84474,-102.12422,11245,9.3276788644,80,Sub 20,1,1,2,496525,13.1153891137,988889,13.8043373697,70.06
D,2,1,2007,31.74807,-101.72345,9775,9.1875833849,40,40,7,5,9,702360,13.4622013721,326653,12.6966537244,19.20842649
F,2,3,2011,31.49649,-101.48185,9795,9.1896273304,80,40,7,5,5,860188,13.664906249,941900,13.7556543908,45.544
B,2,4,2010,31.56503,-101.91028,10825,9.2896135529,40,40,6,7,7,659375,13.3990476956,763000,13.5450133103,11.04
E,2,3,2004,31.49518,-101.62236,8206,9.012620873,40,40,7,2,2,351130,12.7689118042,183782,12.1215055516,19.024
B,13,4,2006,31.6311,-102.0336,10545,9.2634070929,80,80,7,1,1,801640,13.5944149083,677796,13.4266016367,69.67213496
F,3,1,2011,31.7026,-101.59822,10610,9.2695522316,80,40,1,1,2,125000,11.7360690163,151200,11.9263587427,3.42574173
B,2,4,2011,31.53275,-102.03303,10835,9.290536914,80,40,6,7,7,604688,13.3124679015,743500,13.5191240449,75.196
A,12,2,2010,31.85388,-102.05201,10152,9.2254260094,80,40,7,1,3,488000,13.0980706848,560750,13.2370304524,62.456
C,27,2,2003,31.72589,-101.85365,9000,9.1049798563,80,40,7,3,7,313940,12.6569571638,192330,12.1669679256,23.53290545
F,2,3,2007,31.63719,-101.55234,8111,9.0009764441,40,80,7,2,2,123000,11.7199396344,365484,12.8089777816,39.956
E,27,3,2005,31.57995,-101.649,8360,9.0312137061,80,Sub 20,7,3,6,470340,13.0612111164,187249,12.1401945609,43.03807665
A,13,2,2005,31.7095,-102.0862,10515,9.2605580881,40,80,7,4,8,189380,12.1515108575,289120,12.5745971058,38.44772302
E,27,3,2010,31.52035,-101.76218,8665,9.0670472021,80,40,5,4,8,524033,13.1693099384,237396,12.3774849118,19.544
D,2,1,2011,31.83431,-101.54715,10880,9.2946815204,80,20,8,7,7,484688,13.0912606639,656000,13.3939160679,49.16
F,18,3,2012,31.61735,-101.43469,8233,9.0159057473,40,80,7,1,1,NA,NA,NA,NA,53.61673798
A,27,2,2007,31.80603,-102.1887,10537,9.2626481516,,,7,6,12,478126,13.0776295751,700230,13.4591641315,50.89287072
E,2,3,2008,31.51211,-101.68209,8314,9.0256961198,20,40,7,2,2,293100,12.5882691267,242240,12.3976842492,37.644
D,27,1,2012,31.88452,-101.73701,10457,9.2550268896,,,#VALUE!,4,7,1426469,14.1707127179,1433542,14.1756588628,91.968
B,10,4,2005,31.49799,-102.06553,10775,9.284983915,40,160,7,1,2,1208031.973,14.0045031248,1246198.184,14.0356080219,106.1477728
F,18,3,2011,31.5676,-101.46352,8650,9.0653145999,80,20,7,7,7,NA,NA,NA,NA,27.824
F,2,3,2003,31.63937,-101.57493,8050,8.9934273704,160,40,5,3,6,461800,13.0428871759,177200,12.0850343172,33.07515132
F,13,1,2011,31.68072,-101.52661,10540,9.2629328221,80,160,3,1,2,1139711.973,13.9462861332,1144710,13.9506618878,58.952
A,2,2,2006,31.69046,-102.19558,10067,9.2170180267,40,40,7,6,12,445620,13.0072218499,468844,13.0580253695,56.172
C,27,2,2007,31.79768,-101.78441,8967,9.101306451,160,40,5,3,6,473620,13.0681605914,201993,12.2159883223,30.988
F,18,3,2010,31.62199,-101.45073,8293,9.0231670645,80,160,7,7,7,NA,NA,NA,NA,20.028
C,13,2,2008,31.85329,-101.96239,11040,9.3092803198,40,40,1,1,2,897700,13.7075912157,303492,12.62311053,71.68747308
A,13,2,2005,31.8199,-102.06746,10905,9.2969766786,40,80,7,1,1,351360,12.7695666179,407064,12.9167257002,61.45273928
B,27,4,2011,31.51676,-102.00374,10890,9.2956002159,40,80,1,3,6,1799100,14.4027970978,1074630,13.8874869743,54.856
B,13,2,2005,31.6835,-101.9893,10515,9.2605580881,20,Over 160,7,4,8,190640,12.1581421118,297630,12.6036063833,48.6
B,27,4,2011,31.5197305,-101.9528889,10854,9.2922889546,40,40,1,3,6,1479543,14.2072438143,1408510,14.158042966,65.012
F,27,3,2006,31.57699,-101.59526,8125,9.0027010072,80,40,5,3,6,452300,13.0221009555,197568,12.1938381079,24.652
B,10,4,2012,31.51054,-102.06048,11506,9.3506239174,40,40,1,1,1,973500,13.7886531038,1532874,14.2426549627,58.896
C,13,2,2009,31.86541,-101.96618,11030,9.3083741122,80,Sub 20,1,1,2,848110,13.6507656233,1158444,13.9625882833,48.39886208
E,27,3,2008,31.61497,-101.76866,10657,9.2739722322,Over 160,20,7,5,12,256111,12.4533662232,472366,13.0655093878,13.824
B,27,4,2006,31.53011,-101.94534,9614,9.1709756485,40,40,7,6,12,523720,13.1687124693,439552,12.9935113054,41.41698122
D,6,1,2011,31.81484,-101.66631,10870,9.2937619801,80,40,3,1,1,1261120,14.047510773,1001406,13.8169155705,35.636
E,27,2,2009,31.69924,-101.79477,8872,9.090655529,40,20,7,3,6,420186,12.9484527494,159664,11.9808268861,27.54
A,24,2,2006,31.7972,-102.03435,10999,9.3055596386,40,160,1,1,2,496700,13.1157415011,441500,12.997933299,41.82115739
A,13,2,2004,31.7326,-101.987,10492,9.258368341,80,160,7,4,8,181500,12.1090109327,283100,12.5535554711,46.61631594
