@relation 'well_data2-weka.filters.unsupervised.attribute.Remove-R1,5-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.StringToNominal-R7,8-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R12-15-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.Remove-R30,32'

@attribute Subarea {B,A,C,E,D,F}
@attribute County {MIDLAND,UPTON,REAGAN,GLASSCOCK}
@attribute Completion.Year numeric
@attribute Surface.Latitude numeric
@attribute Surface.Longitude numeric
@attribute WB.Spacing.Proxy {160,80,'Over 160',40,20,'Sub 20'}
@attribute SPBY.Spacing.Proxy {40,80,20,160,'Sub 20','Over 160'}
@attribute Deepest_Zone {WFMP,STRAWN,ATOKA,SPBR_L,WOOD,SIL_DEV,MISS,FUSS}
@attribute Top_Zone {WFMP,SPBR_U,CLFK,SPBR_L,STRAWN}
@attribute Frac.Stages numeric
@attribute Proppant...Total..lbs. numeric
@attribute Fluid...Total..lbs. numeric
@attribute CLFK..KHW. numeric
@attribute U_SPBR..KHW. numeric
@attribute L_SPBR..KHW. numeric
@attribute WFMP..KHW. numeric
@attribute WFMP_L..KHW. numeric
@attribute WFMP_ATB..KH numeric
@attribute CLINE..KHW. numeric
@attribute STRN..KHW. numeric
@attribute ATOK..KHW. numeric
@attribute BEND..KHW. numeric
@attribute ATOKA_L..KHW numeric
@attribute MPLM..KHW. numeric
@attribute WDFD..KHW. numeric
@attribute DVNN..KHW. numeric
@attribute Number numeric
@attribute Depth.Top numeric
@attribute Depth.Base numeric
@attribute Fluid.Type {A,W,X-LINKGEL,GEL,FLUD,F,WTR,G,O,FRAC,SLKW}
@attribute Propping.Agent.Type {undefined,SAND,CER,SANDCER,RCSD,SANDRCSD}
@attribute Injection.Rate numeric
@attribute Additive {HCL,GELA,SCIN,XLNK,FECL,SFAC,WGEL,WPLY,PFCL,FRDC,NEFE,GLST,KCL,CACL,BIOC,ACET,BRKR,ACIN,CRIN,NECL}
@attribute Mesh.Size {20/40,'20/40 & 16/3',16/30,20/20,30/70,'20 /40',40/70,20/04,30/50,18/40,20/50,MIXED}
@attribute EUR_o..Mstb. numeric

@data
E,REAGAN,2006,31.54104,-101.65438,40,40,WFMP,CLFK,2,123000,353400,5594.42,6530.99,7097.84,8115.69,8367.06,8688.49,9834.91,10232.32,10299,10404.4,10525.54,10664.16,10795.65,10836.92,2,7942,8152,W,SAND,?,?,20/40,27.748
E,REAGAN,2006,31.40963,-101.6672,40,80,WFMP,CLFK,2,123000,365484,5434.38,6323.08,6890.58,7886.87,8232.57,8468.59,9847.03,10201.53,10330.24,?,10470.28,10800.78,10944.84,10981.67,2,7711,7918,W,SAND,?,?,20/40,27.863216
E,REAGAN,2006,31.53378,-101.69076,40,40,WFMP,SPBR_U,2,123000,353400,5694.22,6611.09,7182.23,8199.55,8472.99,8796.67,9931.91,10347.4,10400.81,10441.8,10640.28,10819.99,10953.47,10999.88,2,8039,8246,W,SAND,?,?,20/40,17.375498
C,MIDLAND,2006,31.77573,-101.78187,80,40,WFMP,SPBR_U,6,521720,431475,6008,6963,7531,8533,8837,9220,10075.84,10372.34,10517.96,10562.19,10685,11100.5,11203.31,11295.15,12,8904,9085,GEL,SAND,51,?,20/40,30.318317
A,MIDLAND,2006,31.88585,-102.00849,40,'Sub 20',WFMP,SPBR_U,5,678677,345789,6799,7661,8238,9238,9543,9953.92,10350.35,10668.79,10824.15,10892.81,11117.34,11570.22,11793.04,11895.66,10,7852,7934,X-LINKGEL,SAND,35,SCIN,20/40,55.956
C,MIDLAND,2006,31.83481,-101.95186,40,80,WFMP,SPBR_L,6,406880,447203,6575,7429,7991,8985,9332,9681.21,10285.68,10506.14,10670.99,10732.01,10962.74,11210.11,11503.43,11600.42,12,8227,8359,X-LINKGEL,SAND,35,SCIN,20/40,34.792
E,REAGAN,2006,31.40133,-101.70376,40,40,WFMP,SPBR_U,2,173822,483756,5493.3,6412.47,6982.61,7990.69,8354.69,8519.05,9950.55,10250.68,10384.61,?,10520.71,10903.45,11025.4,11076.04,2,7823,8270,W,SAND,?,?,20/40,32.832
E,REAGAN,2006,31.39727,-101.67185,40,80,WFMP,SPBR_U,2,170516,480144,5422.92,6322.77,6899.11,7887.39,8242.97,?,9865.88,10210.13,10349.92,?,10446.93,10828.83,10971.18,11017.5,2,7725,8465,W,SAND,?,?,20/40,21.621242
B,MIDLAND,2006,31.72489,-101.93896,40,40,WFMP,SPBR_L,6,403220,477059,6610,7469,8056,9060,9422,9846,10481.06,10776.13,10930.79,10938.38,11160.76,11774.89,11943.66,11987.65,11,8299,8421,X-LINKGEL,SAND,33,?,20/40,26.913878
D,GLASSCOCK,2006,31.74469,-101.72234,40,40,WFMP,CLFK,5,505100,358519,6065,6846,7408,8405,8692,9087,10007.72,10316.66,10465.98,10555.15,10677.49,10942.57,11072.19,11146.48,9,8956,9041,GEL,SAND,51,?,20/40,14.8
A,MIDLAND,2006,31.89491,-102.00225,40,'Sub 20',WFMP,SPBR_U,6,520620,450120,6768,7633,8210,9213,9553,9918,10336.87,10640.61,10816.07,10866.87,11104.66,11534.76,11777.67,11880.66,11,7814,7898,X-LINKGEL,SAND,33,?,20/40,42.824
F,GLASSCOCK,2006,31.65737,-101.56293,80,40,WFMP,CLFK,1,61500,241752,5412,6278.55,6836.13,7892.45,8177.89,8541.46,9647.18,9975.91,10118.67,10211.43,10225.08,10463.59,10595.48,10634.23,1,6272,7306,W,SAND,?,SFAC,20/40,55.386217
A,MIDLAND,2006,31.82392,-102.01581,80,80,WFMP,SPBR_U,3,349486,344764,6770,7667,8218,9226.13,9557.65,9885.02,10379,10681.96,10823.32,10947.64,11149.85,11665.77,11857.27,11959.29,4,8001,8084,FLUD,SAND,?,?,20/40,36.58172
B,UPTON,2006,31.51054,-102.09198,40,'Over 160',WFMP,SPBR_U,1,760500,956500,6878,7714,8357,9149,9521,9788,10335,10645.96,10836.91,10990.47,11404.5,11643.99,11963.98,12049.64,2,7738,10330,GEL,SAND,?,?,?,96.516
F,REAGAN,2006,31.65067,-101.56088,40,40,WFMP,CLFK,2,123000,368046,5343,6275.8,6837.8,7892.86,8165.57,8523.61,9649.25,9974.9,10113.59,10209.66,10217.16,10461.4,10594.64,10631.73,2,7720,7894,W,SAND,?,?,20/40,21.264
B,UPTON,2006,31.49847,-102.07903,40,'Over 160',WFMP,SPBR_U,1,788000,967900,6835,7672,8336,9157,9486,9780,10427.24,10516.5,10691.67,10814.41,11247.38,11518.83,11693.68,11854.32,2,7384,10315,X-LINKGEL,SAND,?,?,?,99.872
E,REAGAN,2006,31.5865,-101.63343,40,40,WFMP,SPBR_U,3,473540,191211,5621,6496.03,7053.52,8074.95,8354.12,8680.67,9819.93,10196,10291.13,10399.96,10482.2,10661.39,10797.44,10840.72,6,6517,6833,X-LINKGEL,SAND,35,?,?,22.828
D,GLASSCOCK,2006,31.72326,-101.74759,80,40,WFMP,SPBR_U,6,522940,446731,5985,6898,7478,8473,8748,9259,10082.49,10394.66,10543.6,10611.98,10750.54,11079.23,11191.98,11270.73,11,6928,7096,X-LINKGEL,SAND,33,?,20/40,23.14
A,MIDLAND,2006,31.82916,-102.02629,40,80,WFMP,SPBR_U,4,358656,72450,6832,7692,8253,9255,9592,9922,10330.86,10654.07,10824.5,10933.41,11138.95,11690.86,11866,11969.31,4,7956,8604,FLUD,SAND,?,?,20/40,39.047802
E,REAGAN,2006,31.45172,-101.61774,40,40,WFMP,SPBR_U,2,123000,365806,5224.53,6226.28,6791.88,7791.13,8125.45,8482.23,9717.01,10035.08,10141.09,?,10330.97,10471.01,10618.46,10650.43,2,7620,7821,W,SAND,?,?,20/40,28.256
E,REAGAN,2006,31.55037,-101.76306,40,40,WFMP,SPBR_U,3,416800,180090,5981.77,6875.02,7462.04,8466.82,8748.37,9090.26,10162.5,10535.32,10628.23,10576.74,10812.1,11193.16,11311.96,11371.56,6,6899,7073,X-LINKGEL,SAND,33,?,20/40,38.743757
C,MIDLAND,2006,31.83933,-101.94861,40,80,WFMP,SPBR_L,6,414280,441148,6610,7460,8027,9015,9352,9698.83,10194.46,10487.44,10650.8,10705.91,10927.23,11187.23,11482.51,11580.73,12,8259,8386,X-LINKGEL,SAND,35,SCIN,20/40,67.747922
A,MIDLAND,2006,31.8149,-101.9723,80,20,WFMP,SPBR_U,1,543040,477666,6679.47,7550,8108,9143,9449,9855.93,10429,10699.36,10838.18,10919.38,11118.63,11437.72,11697.94,11796.14,2,8065,10126,W,SAND,?,?,?,58.354723
B,MIDLAND,2006,31.7148,-101.9988,80,80,WFMP,SPBR_L,1,648830,548394,6740,7667,8239,9238,9569,9974,10597.47,10849.74,11012.31,11085.45,11249.36,11925.5,12070.09,12112.45,1,8269,10407,FLUD,SAND,?,?,?,47.248
B,MIDLAND,2006,31.6541,-101.9841,40,80,WFMP,SPBR_U,1,258000,328986,6708,7607,8196,9115,9564,9944,10567.28,10884.94,11041.91,11105.19,11390.52,11993.6,12107.49,12208.06,1,7617,10630,FLUD,SAND,?,?,20/40,35.08
B,MIDLAND,2006,31.6993,-102.065,80,80,WFMP,SPBR_L,1,600900,569772,6854,7769,8348,9248,9635,9944,10451.56,10621.74,10833.22,10816.04,11073.35,11864.5,12045.68,12116.75,1,8371,10567,FLUD,SAND,?,?,?,56.716577
B,UPTON,2006,31.4915,-102.07673,40,80,WFMP,SPBR_U,1,763000,922900,6773,7618.2,8223,9059,9396,9666.59,10281.08,10521.84,10695.43,10795.41,11253.5,11603.31,11724.27,11788.33,2,7315,10175,X-LINKGEL,SAND,?,?,?,90.536
A,MIDLAND,2006,31.81951,-102.01878,80,80,WFMP,SPBR_U,5,405930,472542,6762,7636,8203,9201.9,9519,9854.55,10358.13,10678.17,10806.56,10935.7,11149.4,11657.47,11858.37,11958.51,5,7822,8024,FLUD,SAND,?,?,20/40,49.913808
A,MIDLAND,2006,31.74388,-102.02048,40,40,WFMP,SPBR_U,1,630500,611730,6749,7676,8212,9202,9522,9955,10498.47,10770.57,10858.71,11034.49,11297.26,11801.67,11993.51,12013.86,1,8249,10368,FLUD,SAND,?,?,?,25.465
B,MIDLAND,2006,31.73139,-101.92728,40,80,WFMP,SPBR_L,6,404660,462114,6568,7429,8023,9039,9416,9823,10505,10747.25,10895.59,10920.41,11133.64,11704.07,11888.98,11925.58,12,8268,8387,X-LINKGEL,SAND,36,?,20/40,65.428
A,MIDLAND,2006,31.82209,-102.02402,80,160,WFMP,SPBR_U,8,1036124,1304488,6815,7679,8250,9234.75,9553,9905.34,10349.81,10680.06,10809.27,10931.95,11146.92,11672.09,11865.4,11962.33,6,?,?,FLUD,SAND,?,?,20/40,54.64
B,MIDLAND,2006,31.66763,-101.98048,?,?,WFMP,WFMP,4,595424,388265,6712,7414,8115,9148,9516,9927,10617.55,10906.12,11062.16,11147.71,11472.66,12080.01,12155.91,12240.37,8,9293,9493,X-LINKGEL,SAND,45,?,20/40,38.603443
F,REAGAN,2007,31.59881,-101.61528,40,20,SPBR_L,CLFK,3,470499,198577,6143.8,6448.25,7009.88,8028.65,8311.81,8639.96,9788.7,10157.73,10263.13,10377.49,10424.96,10633.76,10771.55,10811.9,6,6441,6478,X-LINKGEL,SAND,34,?,20/40,38.736
E,REAGAN,2007,31.4547,-101.61865,40,40,WFMP,SPBR_U,2,123000,364450,5241.78,6236.8,6799.25,7799.31,8131.84,8492.36,9721.78,10040.92,10146.8,?,10339.26,10474.49,10622.4,10655.57,2,7634,7827,W,SAND,?,?,20/40,23.78
E,REAGAN,2007,31.45015,-101.62205,20,40,WFMP,SPBR_U,2,123000,365484,5230.14,6236.17,6803.02,7792.79,8136.64,8483.41,9721.76,10040.19,10146.39,?,10337.19,10482.95,10629.65,10663.95,2,7641,7825,W,SAND,?,?,20/40,27.792
F,REAGAN,2007,31.55135,-101.60871,80,40,WFMP,SPBR_U,3,473820,237986,5712.45,6432.97,6990.66,8011.47,8230.8,8568.95,9751.23,10126.56,10206.8,10367.52,10382.27,10536.93,10659.99,10697.57,6,6452,6607,X-LINKGEL,SAND,34,?,20/40,53.592
F,GLASSCOCK,2007,31.66779,-101.55234,160,80,WFMP,CLFK,2,123000,366450,5366,6226.92,6775.54,7841.96,8155.5,8515.29,9583.85,9945.13,10081.03,10164.06,10178.92,10418.82,10540.49,10567.32,2,7689,8011,FLUD,SAND,?,?,20/40,15.424
D,GLASSCOCK,2007,31.74408,-101.73978,160,40,WFMP,CLFK,6,535260,400174,5902,6862,7411,8394,8704,9106,10011.24,10319.72,10467.96,10541.32,10669.89,10988.86,11098.31,11177.32,12,6864,7032,X-LINKGEL,SAND,33,SCIN,20/40,20.677059
A,MIDLAND,2007,31.7674,-102.0829,80,160,WFMP,CLFK,1,869407,734454,6938.55,7815.77,8373.83,9282.96,9649.67,9943.75,10382.77,10634.44,10695.59,10855.9,11148.18,11705.92,11924.49,12027.1,1,7823,10278,FLUD,SAND,?,HCL,?,57.349122
C,MIDLAND,2007,31.84285,-101.94974,40,160,WFMP,SPBR_L,6,404260,424754,6601,7398,8029,8999,9323,9707.9,9938,10499.9,10649.32,10696.21,10909.86,11184.51,11472.3,11572.98,12,8258,8386,X-LINKGEL,SAND,33,SCIN,20/40,58.592
E,REAGAN,2007,31.4844,-101.64598,20,20,WFMP,SPBR_U,2,123000,365484,5454.92,6392.87,6953.33,7967.77,8262.76,8606.15,9790.09,10151.91,10245.11,10368.28,10462.17,10591.32,10732.59,10775.62,2,7787,8078,W,SAND,?,SFAC,20/40,18.768
B,MIDLAND,2007,31.7213,-101.93785,40,80,WFMP,SPBR_L,6,412380,471508,6620,7492,8069,9103,9437,9771,10470.03,10775.4,10932.35,10934.19,11156.01,11778.62,11944.56,11989.43,12,8319,8450,X-LINKGEL,SAND,35,SCIN,20/40,33.675363
F,REAGAN,2007,31.63719,-101.55234,40,80,WFMP,CLFK,2,123000,365484,5097,6258,6804,7870,8156.93,8487.7,9630.95,9980.34,10090.09,10202.64,10189.37,10467.6,10580.88,10616.7,2,7368,7869,FLUD,SAND,?,?,20/40,39.956
C,MIDLAND,2007,31.84574,-101.93744,40,80,WFMP,SPBR_L,6,407780,541875,6530,7343,7958,8928,9299,9689.04,9891,10414.04,10577.02,10629.55,10810.14,11087.82,11396.21,11495.02,12,8209,8325,X-LINKGEL,SAND,36,SCIN,20/40,45.612
C,MIDLAND,2007,31.87597,-101.96966,20,'Sub 20',WFMP,SPBR_U,5,522660,336925,6641,7532,8076,9094,9378,9826.97,10347.42,10628.18,10816.51,10851.24,10948.5,11351,11594.16,11706,10,7690,7766,X-LINKGEL,SAND,35,SCIN,20/40,33.036
B,UPTON,2007,31.59152,-102.02548,'Over 160',40,SPBR_L,CLFK,3,476670,195443,6699,7583,8148,9091,9446.02,9617.97,10404.51,10724.62,10810.63,10883.32,11286.82,11702.99,11825.75,11933.29,6,7569,7762,X-LINKGEL,SAND,35,?,20/40,32.056
D,GLASSCOCK,2007,31.73249,-101.74037,80,40,WFMP,SPBR_U,6,523253,426297,5941,6844,7432,8400,8686,9081,10037.45,10349.6,10498.31,10570.53,10705.54,11019.85,11133.35,11211.43,12,6876,7027,X-LINKGEL,SAND,35,?,20/40,13.624
E,REAGAN,2007,31.57805,-101.63961,160,40,WFMP,SPBR_U,3,486860,184506,5621,6515.16,7075.63,8095.63,8367.03,8694.85,9833.66,10211.83,10298.22,10410.54,10504.58,10668.15,10805.36,10849.87,6,6543,6695,X-LINKGEL,SAND,35,?,20/40,23.532
E,REAGAN,2007,31.48978,-101.65759,40,20,WFMP,SPBR_U,2,123000,365484,5507.22,6463.84,7024.38,8037.8,8300.5,8637.7,9811.46,10185.61,10269.52,10369.73,10502.16,10630.47,10769.94,10812.5,2,7861,8066,FLUD,SAND,?,?,20/40,21.506851
B,UPTON,2007,31.6496,-102.0355,80,80,WFMP,CLFK,1,800820,1072134,6828,7748,8306,9275,9618,9894,10557.85,10888.6,10975.83,10932.4,11172.66,11903.3,12030.4,12133.48,1,7752,10267,W,SAND,?,?,?,25.244
D,GLASSCOCK,2007,31.77384,-101.71001,'Over 160',40,WFMP,CLFK,2,123000,365484,5848,6798,7363,8361,8618.67,9006.28,9959.37,10248.16,10400.45,10506.85,10608.77,10828.14,10976.17,11048.69,2,8193,8413,FLUD,SAND,?,?,20/40,34.888932
F,REAGAN,2007,31.63936,-101.54416,40,80,WFMP,SPBR_U,2,123000,364490,5184,6230.02,6787.65,7847.17,8143.31,8472.51,9605.18,9966.35,10079.91,10181.25,10163.65,10450.84,10554.6,10588.22,2,7707,7879,FLUD,SAND,?,?,?,41.639438
C,GLASSCOCK,2007,31.72145,-101.75576,?,?,WFMP,WFMP,4,207880,279747,6014,6908,7450,8474,8780,9180,10117.51,10425.25,10575.86,10641.31,10782.21,11129.09,11242.02,11323.32,8,8424,8539,X-LINKGEL,SAND,40,SCIN,20/40,18.328
D,GLASSCOCK,2007,31.74807,-101.72345,40,40,WFMP,CLFK,5,702360,326653,6067,6854,7418,8411,8677,9111,10016.85,10324.86,10474.26,10562.89,10683.26,10951.72,11080.46,11155.13,9,6857,7025,X-LINKGEL,SAND,35,?,20/40,19.208426
C,GLASSCOCK,2007,31.71903,-101.75111,80,40,WFMP,CLFK,5,506200,3000,5994,6898,7455,8438,8740,9259,10091.98,10403.36,10553.31,10620.47,10758.97,11093.18,11207.59,11286.93,6,9556,9676,?,SAND,?,?,20/40,13.684
B,MIDLAND,2007,31.72431,-101.92502,40,40,WFMP,SPBR_U,7,549019,457646,6564,7431,8014,9015,9368,9807,10444,10746.22,10903.8,10919.36,11136.08,11717.94,11895.8,11934.26,13,7806,7865,X-LINKGEL,SAND,33,?,20/40,51.112
B,MIDLAND,2007,31.6567,-102.0378,40,40,WFMP,CLFK,1,800581,1046220,6817,7712,8319,9245,9619,9901,10528.46,10860.82,10982.48,10938.21,11169.24,11929.33,12057.59,12156.51,1,7756,10372,FLUD,SAND,?,HCL,?,82.86137
B,MIDLAND,2007,31.6532,-102.0321,80,80,WFMP,CLFK,1,901480,1191414,6827,7704,8299,9262,9611,9899,10556.58,10891.2,10990.63,10948.45,11186.32,11928.42,12053.37,12155.22,1,7746,10381,FLUD,SAND,?,HCL,?,77.983112
A,MIDLAND,2007,31.77364,-102.0888,40,160,WFMP,CLFK,1,751230,980028,6964,7847,8402,9323,9694,9941,10380.73,10595.43,10667.27,10864.77,11146.19,11689.72,11914.89,12012.66,1,7857,10230,FLUD,SAND,?,HCL,?,65.281484
C,MIDLAND,2007,31.75643,-101.94885,40,80,WFMP,SPBR_L,6,400930,413313,6589,7463,8021,9034,9397,9750,10428.59,10728.4,10849.97,10925.8,11118.03,11635.01,11846.54,11902.26,12,8338,8402,X-LINKGEL,SAND,37.3,SCIN,20/40,36.708
F,GLASSCOCK,2007,31.70227,-101.6474,160,20,WFMP,SPBR_U,4,449160,273756,5747,6635,7202,8199,8476,8904.1,9911.81,10212.41,10302.61,10412.86,10595.73,10716.37,10854.8,10915.06,4,8400,8440,FLUD,SAND,?,?,?,31.071503
E,REAGAN,2007,31.48161,-101.7329,160,40,WFMP,SPBR_U,1,610350,676032,5737.03,6693.79,7266.61,8266.2,8532.79,8863.55,9969.76,10384.38,10488.53,10427.72,10664.43,10926.31,11049.72,11098.31,1,6721,9160,W,SAND,?,?,20/40,54.768
C,MIDLAND,2007,31.79768,-101.78441,160,40,SPBR_L,SPBR_U,3,473620,201993,5938,6914,7508,8494,8789.9,9171.54,10059.26,10351.71,10503.8,10540.67,10663.51,11033.48,11166.16,11260.14,6,6960,7137,X-LINKGEL,SAND,35,?,20/40,30.988
E,REAGAN,2007,31.48534,-101.71641,80,40,WFMP,SPBR_U,1,600000,676032,5668.58,6630.05,7203.11,8204.82,8477.49,8810.25,9923.23,10335.33,10427.18,10398.32,10649.41,10859.61,10981.78,11029.97,1,6635,9094,W,SAND,?,?,20/40,39.96925
A,MIDLAND,2007,31.77678,-101.99141,80,80,ATOKA,SPBR_L,1,560000,845000,6676.66,7572.44,8132.85,9142.73,9498.43,9828.35,10441.58,10747.38,10886.17,10950.47,11226.08,11655.75,11871.32,11960.36,2,8176,10743,W,SAND,?,XLNK,?,41.716207
C,MIDLAND,2007,31.79486,-101.92934,80,40,WFMP,SPBR_L,6,405740,463499,6475,7343,7879,8913,9276,9644.46,10269,10561.25,10700.89,10798.27,10976.98,11294.35,11574.89,11639.49,12,8231,8292,X-LINKGEL,SAND,36,SCIN,20/40,36.072
F,REAGAN,2007,31.6252,-101.58825,80,40,WFMP,SPBR_U,3,471620,185877,5239,6373,6940,7980,8248.07,8568.27,9707.59,10065.06,10181.6,10295.98,10311.16,10558.44,10691.93,10729.8,6,6385,6411,X-LINKGEL,SAND,35,SCIN,20/40,22.34
A,MIDLAND,2007,31.78917,-102.0534,80,160,ATOKA,SPBR_L,3,603020,628698,6841,7720.79,8271.03,9231.57,9598.55,10018.47,10358.12,10624.08,10780,10938.38,11248.31,11701.88,11919.78,12014.49,4,8333,10795,?,SAND,?,?,30/70,77.774916
B,MIDLAND,2007,31.6561,-101.9881,40,80,WFMP,SPBR_U,1,704120,580314,6723,7616,8212,9111,9548,9954,10573.26,10893.4,11045.09,11097.61,11381.24,12005.56,12116.49,12213.76,1,7629,10269,FLUD,SAND,?,?,?,25.508
B,UPTON,2007,31.6221,-102.0397,80,'Over 160',WFMP,SPBR_U,1,799762,118272,6760,7732,8304,9244,9577,10006,10494.3,10819.61,10873.86,10891.25,11167.02,11765.09,11893.86,12002.74,1,7733,10344,W,SAND,?,HCL,?,95.575776
E,REAGAN,2007,31.48091,-101.71941,80,40,WFMP,SPBR_U,1,601000,676032,5673,6617,7197.7,8197.46,8483.56,8814.43,9927.88,10334.67,10438.88,10412.02,10652.54,10866.55,10988.85,11036.3,1,6625,9079,W,SAND,?,?,20/40,33.176
E,REAGAN,2007,31.46229,-101.64137,20,20,WFMP,SPBR_U,2,123000,364938,5363.58,6334.29,6891.9,7896.45,8226.31,8567.39,9785.67,10121.65,10226.07,?,10433.3,10582.98,10728.09,10763.27,2,7727,7926,W,SAND,?,?,20/40,21.004
D,MIDLAND,2007,31.93394,-101.78352,80,40,WFMP,CLFK,1,168500,485562,5832,6873,7433,8409,8790.65,8981.65,9836.76,10164.24,10301.8,10324.01,10318.74,10662.8,10897.59,10952.34,2,6882,7874,W,SAND,?,FRDC,20/40,35.525613
B,UPTON,2007,31.54646,-101.95725,40,40,WFMP,SPBR_U,1,207348,569436,6501.18,7440.73,8034.84,9003.67,9354,9555.23,10417.88,10717.33,10698.24,10735.47,11017.18,11476.27,11552,11646.54,1,7441,9905,FLUD,SAND,?,?,?,52.712
D,GLASSCOCK,2007,31.72402,-101.72892,40,40,WFMP,CLFK,5,505220,361845,5960,6846,7416,8411,8681,9029,10032.62,10348.44,10495.79,10575.36,10712.27,10992.15,11119.08,11192.72,10,6869,7022,X-LINKGEL,SAND,34,SCIN,20/40,12.671
C,MIDLAND,2007,31.83189,-101.96414,40,160,WFMP,SPBR_L,6,404060,424314,6621,7482,8065,9040,9420,9691.18,10003,10587.98,10755.86,10830.22,11039.18,11302.41,11577.97,11678.35,12,8360,8426,X-LINKGEL,SAND,35,SCIN,20/40,65.584
E,REAGAN,2007,31.46422,-101.63298,80,20,WFMP,SPBR_U,2,123000,365484,5326.22,6299.3,6861.23,7864.25,8190.23,8542.34,9756.64,10088.3,10193.56,?,10397.17,10533.91,10679.88,10715.86,2,7708,7890,W,SAND,?,?,20/40,24.036
C,MIDLAND,2007,31.86507,-101.90324,160,20,WFMP,CLFK,3,480600,180716,6436,7254,7803,8771,9181,9541.51,10101,10321.11,10483.89,10512.19,10664.8,10991.81,11252.61,11359.34,6,7248,7440,X-LINKGEL,SAND,36.1,SCIN,20/40,18.192
E,REAGAN,2007,31.45891,-101.62271,20,20,WFMP,SPBR_U,2,123000,364938,5273.97,6267.74,6832.58,7830.74,8153.93,8512.79,9735.56,10059.77,10165.58,?,10359.98,10495.46,10643.21,10677.73,2,7676,7871,W,SAND,?,?,20/40,11.248
E,REAGAN,2007,31.41706,-101.71748,160,20,WFMP,SPBR_U,2,169430,479976,5557.82,6461.96,7037.32,8030.03,8390.54,8612.13,9924.55,10252.3,10377.6,10363.61,10505.85,10890.44,11019.48,11064.63,2,7874,8363,W,SAND,?,SFAC,20/40,18.879458
A,MIDLAND,2007,31.7509,-102.0242,80,80,WFMP,SPBR_L,1,500200,511350,6764,7650,8212,9205,9548,9840,10495.25,10730.36,10854.14,11026.36,11299.69,11788.49,11986.5,12015.8,1,8506,10597,FLUD,SAND,?,HCL,?,40.396
C,MIDLAND,2007,31.93387,-101.84956,80,40,WFMP,SPBR_U,6,524100,389233,6172,7146,7723,8702,8971,9318,9969.53,10310.31,10448.67,10458.14,10553.46,10917.48,11123.38,11207.68,12,7162,7247,X-LINKGEL,SAND,35,SCIN,20/40,35.6
C,MIDLAND,2007,31.79949,-101.77634,160,40,SPBR_L,SPBR_U,3,293152,184579,5865,6857,7373,8421,8741.62,9111.84,10018.79,10313.4,10464.08,10503.87,10620.96,10982.48,11109.65,11202.06,6,6927,7094,X-LINKGEL,SAND,35.9,SCIN,20/40,30.917329
E,REAGAN,2007,31.43126,-101.64122,40,40,WFMP,CLFK,2,123000,364938,5310.38,6290.98,6856.41,7855.02,8222.99,8505.62,9799.13,10116.44,10227.91,?,10410.53,10620.11,10760.84,10788.94,2,7699,7887,W,SAND,?,SFAC,20/40,31.684
D,GLASSCOCK,2007,31.73191,-101.59911,40,80,WFMP,SPBR_L,3,267520,273394,5593.75,6418.09,6974,8045,8302.39,8917,9729.57,10029.87,10166.12,10276.44,10361.86,10488.96,10637.45,10685.01,7,7525,7713,X-LINKGEL,SAND,53,?,20/40,6.904
D,GLASSCOCK,2007,31.73285,-101.59494,40,80,WFMP,WFMP,5,225120,329397,5419,6414.96,6962,8020,8317.09,8923,9717.77,10018.08,10146.65,10264.08,10346.84,10477.69,10618.25,10666.74,10,7973,8104,X-LINKGEL,SAND,41.5,SCIN,20/40,25.313415
E,REAGAN,2007,31.46904,-101.61579,20,20,WFMP,SPBR_U,2,123000,363594,5295.29,6255.56,6823.97,7833.04,8141.25,8506.98,9714.59,10040.55,10145.62,?,10339.3,10453.45,10602.66,10643.04,2,7678,7870,W,SAND,?,SFAC,20/40,10.679642
E,REAGAN,2007,31.39708,-101.68929,80,20,WFMP,SPBR_U,2,169100,481530,5473.77,6394.05,6969.24,7970.31,8343.04,?,9923.59,10257.65,10398.24,?,10496.83,10905.8,11035.31,11087.33,2,7818,8459,W,SAND,?,SFAC,20/40,20.396
D,GLASSCOCK,2007,31.95298,-101.75386,80,80,ATOKA,SPBR_U,4,799108,546126,5741,6858,7507,8362,8650,9019,9800,10195,10334,10287.07,10306.83,10639.79,10838.65,10888.38,4,6878,9429,?,SAND,?,?,16/30,44.023765
D,GLASSCOCK,2007,31.96402,-101.7528,40,80,ATOKA,SPBR_U,1,802700,649698,5731,6856,7489,8360,8607,8977,9815,10210,10358,10290.82,10313.39,10688.76,10866.81,10922.64,1,6862,9418,FLUD,SAND,?,?,?,45.272291
A,MIDLAND,2007,31.77759,-102.08616,40,160,WFMP,SPBR_U,1,700324,613662,6937,7824,8398,9301,9676,9953,10351,10573.1,10660.97,10862.31,11132.97,11662.19,11888.55,11985.35,1,7833,10351,W,SAND,?,HCL,?,62.785144
